StateAbbr,PlaceName,PlaceFIPS,Geo_FIPS,Place_TractID,ACCESS2_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,Geolocation,StateDesc,CountyName,CountyFIPS_x,TotalPopulation,CERVICAL_CrudePrev,Year,lat,lon,pop_ct,Geo_FIPS_TractLvl,StateFIPS,CountyFIPS_y,TractFIPS,TotalPopEst2015_19ACS,UnderAge1PopEst2015_19ACS,Age0to17PopEst2015_19ACS,Unique0to17WithED_Visit,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17
PA,,,42003521200.0,,8.4,30.0,77.7,9.6,6.4,79.3,87.0,6.3,43.7,17.3,9.6,32.4,31.0,POINT (-79.79641875 40.42583208),Pennsylvania,Allegheny,42003.0,4090.0,85.5,2016,OINT (-79.7964,75 40.42583208,,42003521200,42,3,521200,4159.0,31.2,797.0,145.0,233.0,40.0,42.0,19.0,2.0,29.0,384.0,312.0,62.0
PA,,,42003521200.0,,8.4,30.0,77.7,9.6,6.4,79.3,87.0,6.3,43.7,17.3,9.6,32.4,31.0,POINT (-79.79641875 40.42583208),Pennsylvania,Allegheny,42003.0,4090.0,85.5,2017,OINT (-79.7964,75 40.42583208,,42003521200,42,3,521200,4159.0,31.2,797.0,159.0,261.0,56.0,47.0,24.0,4.0,36.0,393.0,335.0,65.0
PA,,,42003521200.0,,8.4,30.0,77.7,9.6,6.4,79.3,87.0,6.3,43.7,17.3,9.6,32.4,31.0,POINT (-79.79641875 40.42583208),Pennsylvania,Allegheny,42003.0,4090.0,85.5,2018,OINT (-79.7964,75 40.42583208,,42003521200,42,3,521200,4159.0,31.2,797.0,141.0,207.0,58.0,30.0,15.0,1.0,33.0,402.0,346.0,61.0
PA,,,42003521200.0,,8.4,30.0,77.7,9.6,6.4,79.3,87.0,6.3,43.7,17.3,9.6,32.4,31.0,POINT (-79.79641875 40.42583208),Pennsylvania,Allegheny,42003.0,4090.0,85.5,2019,OINT (-79.7964,75 40.42583208,,42003521200,42,3,521200,4159.0,31.2,797.0,118.0,194.0,63.0,37.0,19.0,1.0,24.0,402.0,351.0,59.0
PA,,,42003521301.0,,9.4,37.2,82.4,10.3,9.2,81.9,87.6,8.7,40.4,18.0,12.8,37.2,32.1,POINT (-79.76362616 40.41634008),Pennsylvania,Allegheny,42003.0,4226.0,82.7,2016,OINT (-79.7636,16 40.41634008,,42003521301,42,3,521301,4123.0,36.4,697.0,182.0,301.0,78.0,59.0,47.0,3.0,56.0,433.0,366.0,76.0
PA,,,42003521301.0,,9.4,37.2,82.4,10.3,9.2,81.9,87.6,8.7,40.4,18.0,12.8,37.2,32.1,POINT (-79.76362616 40.41634008),Pennsylvania,Allegheny,42003.0,4226.0,82.7,2017,OINT (-79.7636,16 40.41634008,,42003521301,42,3,521301,4123.0,36.4,697.0,173.0,283.0,86.0,45.0,45.0,2.0,41.0,460.0,412.0,74.0
PA,,,42003521301.0,,9.4,37.2,82.4,10.3,9.2,81.9,87.6,8.7,40.4,18.0,12.8,37.2,32.1,POINT (-79.76362616 40.41634008),Pennsylvania,Allegheny,42003.0,4226.0,82.7,2018,OINT (-79.7636,16 40.41634008,,42003521301,42,3,521301,4123.0,36.4,697.0,170.0,263.0,88.0,53.0,32.0,1.0,36.0,474.0,420.0,70.0
PA,,,42003521301.0,,9.4,37.2,82.4,10.3,9.2,81.9,87.6,8.7,40.4,18.0,12.8,37.2,32.1,POINT (-79.76362616 40.41634008),Pennsylvania,Allegheny,42003.0,4226.0,82.7,2019,OINT (-79.7636,16 40.41634008,,42003521301,42,3,521301,4123.0,36.4,697.0,162.0,251.0,106.0,47.0,37.0,2.0,35.0,484.0,419.0,67.0
PA,,,42003521302.0,,8.6,31.5,78.5,9.4,6.5,79.5,86.3,6.2,44.1,16.5,9.4,33.2,29.5,POINT (-79.78599021 40.41532464),Pennsylvania,Allegheny,42003.0,4378.0,84.5,2016,OINT (-79.7859,21 40.41532464,,42003521302,42,3,521302,4461.0,68.0,785.0,132.0,198.0,54.0,28.0,24.0,2.0,23.0,421.0,352.0,73.0
PA,,,42003521302.0,,8.6,31.5,78.5,9.4,6.5,79.5,86.3,6.2,44.1,16.5,9.4,33.2,29.5,POINT (-79.78599021 40.41532464),Pennsylvania,Allegheny,42003.0,4378.0,84.5,2017,OINT (-79.7859,21 40.41532464,,42003521302,42,3,521302,4461.0,68.0,785.0,132.0,203.0,55.0,32.0,21.0,1.0,36.0,424.0,365.0,74.0
PA,,,42003521302.0,,8.6,31.5,78.5,9.4,6.5,79.5,86.3,6.2,44.1,16.5,9.4,33.2,29.5,POINT (-79.78599021 40.41532464),Pennsylvania,Allegheny,42003.0,4378.0,84.5,2018,OINT (-79.7859,21 40.41532464,,42003521302,42,3,521302,4461.0,68.0,785.0,142.0,226.0,90.0,32.0,35.0,4.0,31.0,443.0,369.0,75.0
PA,,,42003521302.0,,8.6,31.5,78.5,9.4,6.5,79.5,86.3,6.2,44.1,16.5,9.4,33.2,29.5,POINT (-79.78599021 40.41532464),Pennsylvania,Allegheny,42003.0,4378.0,84.5,2019,OINT (-79.7859,21 40.41532464,,42003521302,42,3,521302,4461.0,68.0,785.0,145.0,220.0,82.0,26.0,33.0,6.0,30.0,456.0,393.0,70.0
PA,,,42003521401.0,,7.1,33.6,81.0,9.2,7.6,81.2,88.8,6.6,45.1,14.7,10.3,35.8,29.3,POINT (-79.73191468 40.42469716),Pennsylvania,Allegheny,42003.0,2858.0,86.2,2016,OINT (-79.7319,68 40.42469716,,42003521401,42,3,521401,3007.0,44.0,448.0,58.0,86.0,17.0,13.0,12.0,4.0,11.0,234.0,209.0,35.0
PA,,,42003521401.0,,7.1,33.6,81.0,9.2,7.6,81.2,88.8,6.6,45.1,14.7,10.3,35.8,29.3,POINT (-79.73191468 40.42469716),Pennsylvania,Allegheny,42003.0,2858.0,86.2,2017,OINT (-79.7319,68 40.42469716,,42003521401,42,3,521401,3007.0,44.0,448.0,44.0,78.0,9.0,10.0,4.0,1.0,3.0,260.0,223.0,33.0
PA,,,42003521401.0,,7.1,33.6,81.0,9.2,7.6,81.2,88.8,6.6,45.1,14.7,10.3,35.8,29.3,POINT (-79.73191468 40.42469716),Pennsylvania,Allegheny,42003.0,2858.0,86.2,2018,OINT (-79.7319,68 40.42469716,,42003521401,42,3,521401,3007.0,44.0,448.0,49.0,84.0,24.0,15.0,3.0,0.0,10.0,250.0,220.0,34.0
PA,,,42003521401.0,,7.1,33.6,81.0,9.2,7.6,81.2,88.8,6.6,45.1,14.7,10.3,35.8,29.3,POINT (-79.73191468 40.42469716),Pennsylvania,Allegheny,42003.0,2858.0,86.2,2019,OINT (-79.7319,68 40.42469716,,42003521401,42,3,521401,3007.0,44.0,448.0,59.0,87.0,22.0,15.0,9.0,1.0,5.0,262.0,226.0,32.0
PA,,,42003521402.0,,5.5,31.9,80.6,8.8,6.4,81.8,90.6,5.4,47.8,12.4,9.7,35.9,28.5,POINT (-79.74701435 40.40378965),Pennsylvania,Allegheny,42003.0,3897.0,87.8,2016,OINT (-79.7470,35 40.40378965,,42003521402,42,3,521402,3666.0,18.0,619.0,100.0,160.0,37.0,39.0,9.0,2.0,20.0,482.0,408.0,59.0
PA,,,42003521402.0,,5.5,31.9,80.6,8.8,6.4,81.8,90.6,5.4,47.8,12.4,9.7,35.9,28.5,POINT (-79.74701435 40.40378965),Pennsylvania,Allegheny,42003.0,3897.0,87.8,2017,OINT (-79.7470,35 40.40378965,,42003521402,42,3,521402,3666.0,18.0,619.0,100.0,142.0,38.0,37.0,12.0,1.0,19.0,492.0,438.0,60.0
PA,,,42003521402.0,,5.5,31.9,80.6,8.8,6.4,81.8,90.6,5.4,47.8,12.4,9.7,35.9,28.5,POINT (-79.74701435 40.40378965),Pennsylvania,Allegheny,42003.0,3897.0,87.8,2018,OINT (-79.7470,35 40.40378965,,42003521402,42,3,521402,3666.0,18.0,619.0,97.0,148.0,44.0,30.0,17.0,1.0,23.0,487.0,421.0,62.0
PA,,,42003521402.0,,5.5,31.9,80.6,8.8,6.4,81.8,90.6,5.4,47.8,12.4,9.7,35.9,28.5,POINT (-79.74701435 40.40378965),Pennsylvania,Allegheny,42003.0,3897.0,87.8,2019,OINT (-79.7470,35 40.40378965,,42003521402,42,3,521402,3666.0,18.0,619.0,118.0,159.0,45.0,37.0,9.0,0.0,17.0,491.0,435.0,61.0
PA,,,42003521500.0,,6.7,34.2,81.1,9.4,7.6,81.5,89.4,7.0,45.0,15.6,10.7,36.9,30.7,POINT (-79.73382008 40.44349957),Pennsylvania,Allegheny,42003.0,4341.0,86.5,2016,OINT (-79.7338,08 40.44349957,,42003521500,42,3,521500,4078.0,21.4,619.0,114.0,175.0,26.0,22.0,19.0,0.0,24.0,431.0,380.0,48.0
PA,,,42003521500.0,,6.7,34.2,81.1,9.4,7.6,81.5,89.4,7.0,45.0,15.6,10.7,36.9,30.7,POINT (-79.73382008 40.44349957),Pennsylvania,Allegheny,42003.0,4341.0,86.5,2017,OINT (-79.7338,08 40.44349957,,42003521500,42,3,521500,4078.0,21.4,619.0,111.0,146.0,34.0,21.0,15.0,0.0,14.0,436.0,373.0,48.0
PA,,,42003521500.0,,6.7,34.2,81.1,9.4,7.6,81.5,89.4,7.0,45.0,15.6,10.7,36.9,30.7,POINT (-79.73382008 40.44349957),Pennsylvania,Allegheny,42003.0,4341.0,86.5,2018,OINT (-79.7338,08 40.44349957,,42003521500,42,3,521500,4078.0,21.4,619.0,112.0,158.0,31.0,9.0,15.0,4.0,11.0,400.0,365.0,45.0
PA,,,42003521500.0,,6.7,34.2,81.1,9.4,7.6,81.5,89.4,7.0,45.0,15.6,10.7,36.9,30.7,POINT (-79.73382008 40.44349957),Pennsylvania,Allegheny,42003.0,4341.0,86.5,2019,OINT (-79.7338,08 40.44349957,,42003521500,42,3,521500,4078.0,21.4,619.0,99.0,145.0,35.0,9.0,20.0,2.0,11.0,400.0,333.0,44.0
PA,,,42003522000.0,,11.7,35.0,78.2,11.6,8.9,78.5,83.6,10.4,36.6,26.3,12.8,36.1,37.7,POINT (-79.77640248 40.40725222),Pennsylvania,Allegheny,42003.0,3294.0,81.9,2016,OINT (-79.7764,48 40.40725222,,42003522000,42,3,522000,3195.0,65.0,777.0,212.0,346.0,94.0,74.0,46.0,3.0,58.0,372.0,277.0,60.0
PA,,,42003522000.0,,11.7,35.0,78.2,11.6,8.9,78.5,83.6,10.4,36.6,26.3,12.8,36.1,37.7,POINT (-79.77640248 40.40725222),Pennsylvania,Allegheny,42003.0,3294.0,81.9,2017,OINT (-79.7764,48 40.40725222,,42003522000,42,3,522000,3195.0,65.0,777.0,214.0,336.0,107.0,71.0,32.0,7.0,61.0,380.0,283.0,61.0
PA,,,42003522000.0,,11.7,35.0,78.2,11.6,8.9,78.5,83.6,10.4,36.6,26.3,12.8,36.1,37.7,POINT (-79.77640248 40.40725222),Pennsylvania,Allegheny,42003.0,3294.0,81.9,2018,OINT (-79.7764,48 40.40725222,,42003522000,42,3,522000,3195.0,65.0,777.0,214.0,302.0,104.0,48.0,33.0,6.0,50.0,404.0,290.0,61.0
PA,,,42003522000.0,,11.7,35.0,78.2,11.6,8.9,78.5,83.6,10.4,36.6,26.3,12.8,36.1,37.7,POINT (-79.77640248 40.40725222),Pennsylvania,Allegheny,42003.0,3294.0,81.9,2019,OINT (-79.7764,48 40.40725222,,42003522000,42,3,522000,3195.0,65.0,777.0,181.0,303.0,102.0,52.0,30.0,3.0,31.0,395.0,335.0,64.0
PA,,,42003523100.0,,11.2,44.8,83.5,12.2,7.9,86.1,90.9,7.7,34.8,19.6,17.8,34.6,42.7,POINT (-79.87118007 40.47311421),Pennsylvania,Allegheny,42003.0,4194.0,87.0,2016,OINT (-79.8711,07 40.47311421,,42003523100,42,3,523100,3697.0,31.6,633.0,321.0,576.0,257.0,159.0,59.0,2.0,95.0,397.0,306.0,77.0
PA,,,42003523100.0,,11.2,44.8,83.5,12.2,7.9,86.1,90.9,7.7,34.8,19.6,17.8,34.6,42.7,POINT (-79.87118007 40.47311421),Pennsylvania,Allegheny,42003.0,4194.0,87.0,2017,OINT (-79.8711,07 40.47311421,,42003523100,42,3,523100,3697.0,31.6,633.0,302.0,536.0,233.0,149.0,45.0,4.0,82.0,402.0,289.0,77.0
PA,,,42003523100.0,,11.2,44.8,83.5,12.2,7.9,86.1,90.9,7.7,34.8,19.6,17.8,34.6,42.7,POINT (-79.87118007 40.47311421),Pennsylvania,Allegheny,42003.0,4194.0,87.0,2018,OINT (-79.8711,07 40.47311421,,42003523100,42,3,523100,3697.0,31.6,633.0,270.0,457.0,233.0,125.0,44.0,5.0,88.0,425.0,302.0,74.0
PA,,,42003523100.0,,11.2,44.8,83.5,12.2,7.9,86.1,90.9,7.7,34.8,19.6,17.8,34.6,42.7,POINT (-79.87118007 40.47311421),Pennsylvania,Allegheny,42003.0,4194.0,87.0,2019,OINT (-79.8711,07 40.47311421,,42003523100,42,3,523100,3697.0,31.6,633.0,275.0,480.0,306.0,102.0,62.0,14.0,88.0,409.0,302.0,68.0
PA,,,42003523200.0,,9.8,39.5,80.3,11.7,7.0,83.0,88.1,7.4,38.1,20.5,14.0,34.1,40.6,POINT (-79.85340039 40.46271746),Pennsylvania,Allegheny,42003.0,3922.0,86.8,2016,OINT (-79.8534,39 40.46271746,,42003523200,42,3,523200,4195.0,106.2,1121.0,283.0,534.0,204.0,147.0,52.0,1.0,86.0,377.0,296.0,88.0
PA,,,42003523200.0,,9.8,39.5,80.3,11.7,7.0,83.0,88.1,7.4,38.1,20.5,14.0,34.1,40.6,POINT (-79.85340039 40.46271746),Pennsylvania,Allegheny,42003.0,3922.0,86.8,2017,OINT (-79.8534,39 40.46271746,,42003523200,42,3,523200,4195.0,106.2,1121.0,246.0,424.0,180.0,109.0,47.0,2.0,67.0,385.0,310.0,90.0
PA,,,42003523200.0,,9.8,39.5,80.3,11.7,7.0,83.0,88.1,7.4,38.1,20.5,14.0,34.1,40.6,POINT (-79.85340039 40.46271746),Pennsylvania,Allegheny,42003.0,3922.0,86.8,2018,OINT (-79.8534,39 40.46271746,,42003523200,42,3,523200,4195.0,106.2,1121.0,253.0,446.0,216.0,145.0,25.0,1.0,70.0,377.0,272.0,76.0
PA,,,42003523200.0,,9.8,39.5,80.3,11.7,7.0,83.0,88.1,7.4,38.1,20.5,14.0,34.1,40.6,POINT (-79.85340039 40.46271746),Pennsylvania,Allegheny,42003.0,3922.0,86.8,2019,OINT (-79.8534,39 40.46271746,,42003523200,42,3,523200,4195.0,106.2,1121.0,241.0,404.0,246.0,110.0,44.0,4.0,69.0,364.0,270.0,74.0
PA,,,42003523300.0,,8.2,35.9,80.7,10.0,7.2,82.6,89.7,6.6,43.8,16.0,11.2,34.6,33.1,POINT (-79.83442306 40.47273082),Pennsylvania,Allegheny,42003.0,4194.0,88.0,2016,OINT (-79.8344,06 40.47273082,,42003523300,42,3,523300,3932.0,24.0,756.0,211.0,329.0,125.0,85.0,29.0,4.0,46.0,390.0,296.0,61.0
PA,,,42003523300.0,,8.2,35.9,80.7,10.0,7.2,82.6,89.7,6.6,43.8,16.0,11.2,34.6,33.1,POINT (-79.83442306 40.47273082),Pennsylvania,Allegheny,42003.0,4194.0,88.0,2017,OINT (-79.8344,06 40.47273082,,42003523300,42,3,523300,3932.0,24.0,756.0,168.0,261.0,111.0,62.0,35.0,4.0,54.0,379.0,303.0,59.0
PA,,,42003523300.0,,8.2,35.9,80.7,10.0,7.2,82.6,89.7,6.6,43.8,16.0,11.2,34.6,33.1,POINT (-79.83442306 40.47273082),Pennsylvania,Allegheny,42003.0,4194.0,88.0,2018,OINT (-79.8344,06 40.47273082,,42003523300,42,3,523300,3932.0,24.0,756.0,180.0,261.0,138.0,43.0,22.0,1.0,39.0,372.0,285.0,57.0
PA,,,42003523300.0,,8.2,35.9,80.7,10.0,7.2,82.6,89.7,6.6,43.8,16.0,11.2,34.6,33.1,POINT (-79.83442306 40.47273082),Pennsylvania,Allegheny,42003.0,4194.0,88.0,2019,OINT (-79.8344,06 40.47273082,,42003523300,42,3,523300,3932.0,24.0,756.0,196.0,325.0,174.0,45.0,36.0,0.0,47.0,344.0,280.0,54.0
PA,,,42003523400.0,,8.3,35.5,79.9,10.5,6.8,81.6,88.4,6.8,42.9,17.4,11.3,34.5,34.4,POINT (-79.833494 40.45621932),Pennsylvania,Allegheny,42003.0,4967.0,87.2,2016,OINT (-79.8334,94 40.45621932,,42003523400,42,3,523400,4794.0,37.8,834.0,283.0,524.0,183.0,107.0,51.0,4.0,75.0,464.0,356.0,76.0
PA,,,42003523400.0,,8.3,35.5,79.9,10.5,6.8,81.6,88.4,6.8,42.9,17.4,11.3,34.5,34.4,POINT (-79.833494 40.45621932),Pennsylvania,Allegheny,42003.0,4967.0,87.2,2017,OINT (-79.8334,94 40.45621932,,42003523400,42,3,523400,4794.0,37.8,834.0,262.0,426.0,163.0,111.0,47.0,1.0,73.0,465.0,401.0,75.0
PA,,,42003523400.0,,8.3,35.5,79.9,10.5,6.8,81.6,88.4,6.8,42.9,17.4,11.3,34.5,34.4,POINT (-79.833494 40.45621932),Pennsylvania,Allegheny,42003.0,4967.0,87.2,2018,OINT (-79.8334,94 40.45621932,,42003523400,42,3,523400,4794.0,37.8,834.0,310.0,526.0,275.0,102.0,73.0,8.0,85.0,494.0,422.0,83.0
PA,,,42003523400.0,,8.3,35.5,79.9,10.5,6.8,81.6,88.4,6.8,42.9,17.4,11.3,34.5,34.4,POINT (-79.833494 40.45621932),Pennsylvania,Allegheny,42003.0,4967.0,87.2,2019,OINT (-79.8334,94 40.45621932,,42003523400,42,3,523400,4794.0,37.8,834.0,259.0,435.0,221.0,83.0,46.0,3.0,68.0,490.0,384.0,83.0
PA,,,42003523501.0,,8.8,38.2,80.5,10.7,7.0,82.7,88.7,6.9,42.2,18.3,12.3,35.2,36.5,POINT (-79.81052436 40.47232128),Pennsylvania,Allegheny,42003.0,4658.0,87.4,2016,OINT (-79.8105,36 40.47232128,,42003523501,42,3,523501,4287.0,33.6,792.0,248.0,395.0,154.0,98.0,44.0,5.0,61.0,406.0,315.0,75.0
PA,,,42003523501.0,,8.8,38.2,80.5,10.7,7.0,82.7,88.7,6.9,42.2,18.3,12.3,35.2,36.5,POINT (-79.81052436 40.47232128),Pennsylvania,Allegheny,42003.0,4658.0,87.4,2017,OINT (-79.8105,36 40.47232128,,42003523501,42,3,523501,4287.0,33.6,792.0,232.0,357.0,129.0,65.0,39.0,4.0,43.0,403.0,295.0,70.0
PA,,,42003523501.0,,8.8,38.2,80.5,10.7,7.0,82.7,88.7,6.9,42.2,18.3,12.3,35.2,36.5,POINT (-79.81052436 40.47232128),Pennsylvania,Allegheny,42003.0,4658.0,87.4,2018,OINT (-79.8105,36 40.47232128,,42003523501,42,3,523501,4287.0,33.6,792.0,243.0,377.0,183.0,62.0,46.0,4.0,59.0,409.0,300.0,70.0
PA,,,42003523501.0,,8.8,38.2,80.5,10.7,7.0,82.7,88.7,6.9,42.2,18.3,12.3,35.2,36.5,POINT (-79.81052436 40.47232128),Pennsylvania,Allegheny,42003.0,4658.0,87.4,2019,OINT (-79.8105,36 40.47232128,,42003523501,42,3,523501,4287.0,33.6,792.0,219.0,348.0,173.0,56.0,42.0,3.0,45.0,408.0,324.0,61.0
PA,,,42003523502.0,,10.1,34.1,78.6,10.7,7.7,80.1,86.8,8.1,41.2,20.9,11.5,34.4,34.8,POINT (-79.79033958 40.46429044),Pennsylvania,Allegheny,42003.0,1539.0,85.3,2016,OINT (-79.7903,58 40.46429044,,42003523502,42,3,523502,1491.0,21.0,266.0,87.0,139.0,41.0,28.0,12.0,1.0,29.0,143.0,100.0,21.0
PA,,,42003523502.0,,10.1,34.1,78.6,10.7,7.7,80.1,86.8,8.1,41.2,20.9,11.5,34.4,34.8,POINT (-79.79033958 40.46429044),Pennsylvania,Allegheny,42003.0,1539.0,85.3,2017,OINT (-79.7903,58 40.46429044,,42003523502,42,3,523502,1491.0,21.0,266.0,75.0,116.0,38.0,20.0,6.0,0.0,19.0,133.0,98.0,18.0
PA,,,42003523502.0,,10.1,34.1,78.6,10.7,7.7,80.1,86.8,8.1,41.2,20.9,11.5,34.4,34.8,POINT (-79.79033958 40.46429044),Pennsylvania,Allegheny,42003.0,1539.0,85.3,2018,OINT (-79.7903,58 40.46429044,,42003523502,42,3,523502,1491.0,21.0,266.0,79.0,109.0,46.0,26.0,16.0,2.0,23.0,139.0,106.0,22.0
PA,,,42003523502.0,,10.1,34.1,78.6,10.7,7.7,80.1,86.8,8.1,41.2,20.9,11.5,34.4,34.8,POINT (-79.79033958 40.46429044),Pennsylvania,Allegheny,42003.0,1539.0,85.3,2019,OINT (-79.7903,58 40.46429044,,42003523502,42,3,523502,1491.0,21.0,266.0,77.0,117.0,46.0,25.0,13.0,0.0,18.0,150.0,95.0,19.0
PA,,,42003523600.0,,8.5,36.7,81.2,10.2,7.7,82.2,89.1,7.4,43.4,17.2,11.9,36.2,33.7,POINT (-79.81249832 40.45095951),Pennsylvania,Allegheny,42003.0,4845.0,86.6,2016,OINT (-79.8124,32 40.45095951,,42003523600,42,3,523600,4724.0,46.599999999999994,895.0,213.0,309.0,108.0,80.0,28.0,2.0,53.0,405.0,319.0,73.0
PA,,,42003523600.0,,8.5,36.7,81.2,10.2,7.7,82.2,89.1,7.4,43.4,17.2,11.9,36.2,33.7,POINT (-79.81249832 40.45095951),Pennsylvania,Allegheny,42003.0,4845.0,86.6,2017,OINT (-79.8124,32 40.45095951,,42003523600,42,3,523600,4724.0,46.599999999999994,895.0,189.0,261.0,84.0,57.0,19.0,2.0,30.0,403.0,322.0,74.0
PA,,,42003523600.0,,8.5,36.7,81.2,10.2,7.7,82.2,89.1,7.4,43.4,17.2,11.9,36.2,33.7,POINT (-79.81249832 40.45095951),Pennsylvania,Allegheny,42003.0,4845.0,86.6,2018,OINT (-79.8124,32 40.45095951,,42003523600,42,3,523600,4724.0,46.599999999999994,895.0,209.0,298.0,121.0,67.0,40.0,5.0,41.0,446.0,337.0,77.0
PA,,,42003523600.0,,8.5,36.7,81.2,10.2,7.7,82.2,89.1,7.4,43.4,17.2,11.9,36.2,33.7,POINT (-79.81249832 40.45095951),Pennsylvania,Allegheny,42003.0,4845.0,86.6,2019,OINT (-79.8124,32 40.45095951,,42003523600,42,3,523600,4724.0,46.599999999999994,895.0,189.0,283.0,135.0,45.0,43.0,6.0,53.0,425.0,354.0,70.0
PA,,,42003523701.0,,9.2,35.3,79.4,10.6,7.7,79.7,86.1,8.4,40.6,21.3,11.6,36.6,34.7,POINT (-79.8181964 40.50412844),Pennsylvania,Allegheny,42003.0,4179.0,84.2,2016,OINT (-79.8181,64 40.50412844,,42003523701,42,3,523701,4065.0,57.0,794.0,143.0,251.0,91.0,54.0,44.0,3.0,57.0,316.0,259.0,44.0
PA,,,42003523701.0,,9.2,35.3,79.4,10.6,7.7,79.7,86.1,8.4,40.6,21.3,11.6,36.6,34.7,POINT (-79.8181964 40.50412844),Pennsylvania,Allegheny,42003.0,4179.0,84.2,2017,OINT (-79.8181,64 40.50412844,,42003523701,42,3,523701,4065.0,57.0,794.0,153.0,245.0,88.0,37.0,35.0,2.0,46.0,334.0,272.0,44.0
PA,,,42003523701.0,,9.2,35.3,79.4,10.6,7.7,79.7,86.1,8.4,40.6,21.3,11.6,36.6,34.7,POINT (-79.8181964 40.50412844),Pennsylvania,Allegheny,42003.0,4179.0,84.2,2018,OINT (-79.8181,64 40.50412844,,42003523701,42,3,523701,4065.0,57.0,794.0,131.0,213.0,107.0,44.0,27.0,6.0,41.0,332.0,279.0,44.0
PA,,,42003523701.0,,9.2,35.3,79.4,10.6,7.7,79.7,86.1,8.4,40.6,21.3,11.6,36.6,34.7,POINT (-79.8181964 40.50412844),Pennsylvania,Allegheny,42003.0,4179.0,84.2,2019,OINT (-79.8181,64 40.50412844,,42003523701,42,3,523701,4065.0,57.0,794.0,153.0,240.0,110.0,42.0,26.0,4.0,30.0,339.0,274.0,44.0
PA,,,42003523702.0,,9.3,34.7,79.8,10.6,7.4,80.8,87.7,7.8,41.4,19.5,11.5,35.1,34.1,POINT (-79.79775256 40.49060704),Pennsylvania,Allegheny,42003.0,5180.0,85.2,2016,OINT (-79.7977,56 40.49060704,,42003523702,42,3,523702,5462.0,77.0,880.0,218.0,375.0,101.0,84.0,46.0,7.0,68.0,401.0,312.0,61.0
PA,,,42003523702.0,,9.3,34.7,79.8,10.6,7.4,80.8,87.7,7.8,41.4,19.5,11.5,35.1,34.1,POINT (-79.79775256 40.49060704),Pennsylvania,Allegheny,42003.0,5180.0,85.2,2017,OINT (-79.7977,56 40.49060704,,42003523702,42,3,523702,5462.0,77.0,880.0,227.0,358.0,121.0,69.0,42.0,3.0,59.0,398.0,303.0,60.0
PA,,,42003523702.0,,9.3,34.7,79.8,10.6,7.4,80.8,87.7,7.8,41.4,19.5,11.5,35.1,34.1,POINT (-79.79775256 40.49060704),Pennsylvania,Allegheny,42003.0,5180.0,85.2,2018,OINT (-79.7977,56 40.49060704,,42003523702,42,3,523702,5462.0,77.0,880.0,235.0,379.0,188.0,61.0,64.0,7.0,68.0,421.0,337.0,55.0
PA,,,42003523702.0,,9.3,34.7,79.8,10.6,7.4,80.8,87.7,7.8,41.4,19.5,11.5,35.1,34.1,POINT (-79.79775256 40.49060704),Pennsylvania,Allegheny,42003.0,5180.0,85.2,2019,OINT (-79.7977,56 40.49060704,,42003523702,42,3,523702,5462.0,77.0,880.0,225.0,348.0,160.0,36.0,50.0,5.0,54.0,415.0,348.0,51.0
PA,,,42003523800.0,,7.3,34.0,80.7,9.5,7.5,81.1,88.8,6.9,45.1,15.8,10.3,35.9,30.8,POINT (-79.83967961 40.48855914),Pennsylvania,Allegheny,42003.0,4651.0,86.9,2016,OINT (-79.8396,61 40.48855914,,42003523800,42,3,523800,4670.0,35.2,832.0,184.0,264.0,108.0,50.0,31.0,4.0,39.0,358.0,294.0,53.0
PA,,,42003523800.0,,7.3,34.0,80.7,9.5,7.5,81.1,88.8,6.9,45.1,15.8,10.3,35.9,30.8,POINT (-79.83967961 40.48855914),Pennsylvania,Allegheny,42003.0,4651.0,86.9,2017,OINT (-79.8396,61 40.48855914,,42003523800,42,3,523800,4670.0,35.2,832.0,164.0,258.0,90.0,48.0,24.0,1.0,29.0,358.0,298.0,54.0
PA,,,42003523800.0,,7.3,34.0,80.7,9.5,7.5,81.1,88.8,6.9,45.1,15.8,10.3,35.9,30.8,POINT (-79.83967961 40.48855914),Pennsylvania,Allegheny,42003.0,4651.0,86.9,2018,OINT (-79.8396,61 40.48855914,,42003523800,42,3,523800,4670.0,35.2,832.0,179.0,283.0,132.0,47.0,32.0,2.0,32.0,367.0,303.0,54.0
PA,,,42003523800.0,,7.3,34.0,80.7,9.5,7.5,81.1,88.8,6.9,45.1,15.8,10.3,35.9,30.8,POINT (-79.83967961 40.48855914),Pennsylvania,Allegheny,42003.0,4651.0,86.9,2019,OINT (-79.8396,61 40.48855914,,42003523800,42,3,523800,4670.0,35.2,832.0,167.0,249.0,115.0,47.0,16.0,3.0,31.0,372.0,327.0,54.0
