,Geo_FIPS,YearOfContactDate,ACCESS2_CrudePrev,"Particulate Matter, Condensable",DIABETES_CrudePrev,Age0to17PopEst2015_19ACS_x,OBESITY_CrudePrev,COPD_CrudePrev,White Population,CSMOKING_CrudePrev,Median Age,Median Income,Carbon Monoxide,Pre1950,BPHIGH_CrudePrev,Black or African American Population,CHOLSCREEN_CrudePrev
794,451105,2017.0,8.3,5.45240489962937,7.5,1019.0,28.7,5.2,4181.0,16.3,31.4,53946.0,94.46802112042148,0.118,26.8,264.0,83.2
795,451300,2017.0,6.3,0.0,8.7,1785.0,29.4,5.6,6502.0,14.3,43.3,106011.0,2.176004097149708,0.130598,29.5,289.0,88.9
796,451300,2017.0,6.3,0.0450008535728558,8.7,1785.0,29.4,5.6,6502.0,14.3,43.3,106011.0,8.801947633318557,0.130598,29.5,289.0,88.9
797,452000,2017.0,7.8,1.27,8.7,1220.0,31.6,6.5,5251.0,18.8,42.5,76333.0,14.19,0.209011,28.6,138.0,86.7
798,452000,2017.0,7.8,0.54,8.7,1220.0,31.6,6.5,5251.0,18.8,42.5,76333.0,8.82,0.209011,28.6,138.0,86.7
799,453003,2017.0,7.7,0.0,9.7,354.0,32.1,7.0,1822.0,18.6,45.5,59236.0,0.2404240362704424,0.148936,30.8,24.0,87.2
800,453003,2017.0,7.7,0.0,9.7,354.0,32.1,7.0,1822.0,18.6,45.5,59236.0,5.361169480710828,0.148936,30.8,24.0,87.2
801,453004,2017.0,7.8,0.0,7.4,1092.0,31.8,5.3,6219.0,19.0,35.9,80179.0,2.5902229227823863,0.023883,23.6,285.0,84.7
802,453004,2017.0,7.8,0.0,7.4,1092.0,31.8,5.3,6219.0,19.0,35.9,80179.0,4.354885115064532,0.023883,23.6,285.0,84.7
803,455000,2017.0,7.4,4.170355405829964,9.8,267.0,31.5,7.1,1466.0,18.4,48.7,62981.0,142.28055542364652,0.45098,32.1,20.0,87.5
804,455000,2017.0,7.4,3.7021641417079896,9.8,267.0,31.5,7.1,1466.0,18.4,48.7,62981.0,153.05387539256628,0.45098,32.1,20.0,87.5
805,456001,2017.0,6.1,4.874147527228596,7.3,1141.0,30.0,4.9,3196.0,15.4,42.7,83898.0,167.63141685568863,0.342222,26.8,11.0,87.2
806,456001,2017.0,6.1,4.333608636759193,7.3,1141.0,30.0,4.9,3196.0,15.4,42.7,83898.0,176.93231174624276,0.342222,26.8,11.0,87.2
807,456003,2017.0,6.8,0.3465087571404668,7.9,2008.0,29.5,5.4,6426.0,15.7,37.8,88882.0,4.978783721018287,0.173016,27.2,85.0,88.2
808,456003,2017.0,6.8,0.2735595451108948,7.9,2008.0,29.5,5.4,6426.0,15.7,37.8,88882.0,3.7386471165155633,0.173016,27.2,85.0,88.2
809,456004,2017.0,7.1,0.200069730624577,9.0,892.0,27.2,6.1,4499.0,14.1,44.6,68387.0,2.874686129500501,0.031883,31.8,57.0,88.6
810,456004,2017.0,7.1,0.1579497873351923,9.0,892.0,27.2,6.1,4499.0,14.1,44.6,68387.0,2.158647093580962,0.031883,31.8,57.0,88.6
811,457100,2017.0,8.8,4.365552830362014,11.2,286.0,32.1,8.4,1430.0,19.3,41.0,40217.0,147.91665448673123,0.398533,35.4,42.0,86.9
812,457100,2017.0,8.8,3.870355117937922,11.2,286.0,32.1,8.4,1430.0,19.3,41.0,40217.0,155.6378080264051,0.398533,35.4,42.0,86.9
813,457200,2017.0,8.6,3.7723229332048143,10.8,636.0,31.7,7.8,3342.0,18.4,45.7,46420.0,128.1617343053128,0.403125,33.6,85.0,87.1
814,457200,2017.0,8.6,3.34613511380474,10.8,636.0,31.7,7.8,3342.0,18.4,45.7,46420.0,134.9282942754623,0.403125,33.6,85.0,87.1
815,458000,2017.0,6.1,6.523757751607776,8.8,1551.0,28.7,5.7,7689.0,14.1,50.0,75548.0,224.64171782234803,0.241017,31.1,54.0,89.0
816,458000,2017.0,6.1,5.8003350670587706,8.8,1551.0,28.7,5.7,7689.0,14.1,50.0,75548.0,236.82791258313657,0.241017,31.1,54.0,89.0
817,459101,2017.0,8.4,3.131950879269868,10.8,465.0,33.8,7.9,1547.0,20.0,44.1,68403.0,42.80030247996863,0.152012,33.2,135.0,87.4
818,459101,2017.0,8.4,1.7266134253978098,10.8,465.0,33.8,7.9,1547.0,20.0,44.1,68403.0,50.20420854579445,0.152012,33.2,135.0,87.4
819,459102,2017.0,7.2,1.883668816899965,8.5,1000.0,30.2,5.9,5557.0,16.8,47.2,86239.0,26.97061489367766,0.099092,28.1,162.0,87.4
820,459102,2017.0,7.2,1.036237391115132,8.5,1000.0,30.2,5.9,5557.0,16.8,47.2,86239.0,31.153133300445784,0.099092,28.1,162.0,87.4
821,459201,2017.0,6.9,3.925200178947397,7.8,915.0,28.0,5.2,5458.0,14.7,42.2,80160.0,138.54332304610193,0.057152,27.0,38.0,86.2
822,459201,2017.0,6.9,3.5057609253756654,7.8,915.0,28.0,5.2,5458.0,14.7,42.2,80160.0,146.54706696806957,0.057152,27.0,38.0,86.2
823,459202,2017.0,6.9,4.314920440969488,6.4,87.0,29.8,4.8,646.0,16.5,38.2,56071.0,152.27796832468258,0.030364,23.0,54.0,84.9
824,459202,2017.0,6.9,3.853836438505444,6.4,87.0,29.8,4.8,646.0,16.5,38.2,56071.0,161.0972449803106,0.030364,23.0,54.0,84.9
825,460001,2017.0,7.1,3.4225731246009405,9.6,880.0,29.3,6.8,4609.0,15.6,49.4,72404.0,43.43296219585271,0.204938,33.2,2.0,88.9
826,460001,2017.0,7.1,1.9106986622773967,9.6,880.0,29.3,6.8,4609.0,15.6,49.4,72404.0,51.15728631268461,0.204938,33.2,2.0,88.9
827,460002,2017.0,7.3,2.1652168260688103,9.7,652.0,30.8,7.0,3108.0,17.6,49.5,72542.0,27.53738962959213,0.125421,31.4,37.0,87.9
828,460002,2017.0,7.3,1.2328606844605932,9.7,652.0,30.8,7.0,3108.0,17.6,49.5,72542.0,30.65520589189283,0.125421,31.4,37.0,87.9
829,461000,2017.0,10.7,4.305006813499759,11.3,117.0,34.1,8.6,972.0,21.4,47.4,42763.0,55.086595015494105,0.559016,33.6,60.0,85.4
830,461000,2017.0,10.7,2.372862982999793,11.3,117.0,34.1,8.6,972.0,21.4,47.4,42763.0,64.93947162549341,0.559016,33.6,60.0,85.4
831,462100,2017.0,11.7,2.499304529629232,13.6,771.0,36.8,10.7,2014.0,24.6,43.0,37389.0,31.786516022553418,0.514434,39.0,609.0,84.9
832,462100,2017.0,11.7,1.4504811474824864,13.6,771.0,36.8,10.7,2014.0,24.6,43.0,37389.0,35.516582641211166,0.514434,39.0,609.0,84.9
833,462600,2017.0,10.6,2.293511293804704,11.6,776.0,36.5,8.9,2431.0,24.0,34.6,40291.0,28.546861395032344,0.667188,33.3,707.0,84.2
834,462600,2017.0,10.6,1.3391094521320177,11.6,776.0,36.5,8.9,2431.0,24.0,34.6,40291.0,31.54623568435993,0.667188,33.3,707.0,84.2
835,463900,2017.0,12.6,2.132649436861039,12.6,456.0,37.8,10.0,1925.0,26.7,41.7,35750.0,27.896280770556228,0.636364,34.8,548.0,83.7
836,463900,2017.0,12.6,1.257198867506716,12.6,456.0,37.8,10.0,1925.0,26.7,41.7,35750.0,30.6449222277948,0.636364,34.8,548.0,83.7
837,464300,2017.0,8.5,0.4064564241529383,9.8,630.0,32.8,7.3,2794.0,20.3,42.8,49848.0,6.65068179179681,0.625452,30.9,322.0,85.9
838,464300,2017.0,8.5,0.2776799506338354,9.8,630.0,32.8,7.3,2794.0,20.3,42.8,49848.0,5.727717893932797,0.625452,30.9,322.0,85.9
839,464400,2017.0,14.3,0.95636821294882,15.0,838.0,41.7,11.2,2068.0,28.6,33.3,23266.0,11.209443101670564,0.546214,39.5,1216.0,82.7
840,464400,2017.0,14.3,0.7110018518536644,15.0,838.0,41.7,11.2,2068.0,28.6,33.3,23266.0,9.526355879954863,0.546214,39.5,1216.0,82.7
841,465600,2017.0,9.2,0.361201788906283,10.0,389.0,32.7,7.7,2306.0,20.5,38.7,40301.0,6.118189209429157,0.561256,31.0,162.0,85.4
842,465600,2017.0,9.2,0.2463582371307383,10.0,389.0,32.7,7.7,2306.0,20.5,38.7,40301.0,5.306130481446206,0.561256,31.0,162.0,85.4
843,465800,2017.0,7.8,0.2899894070961306,8.2,609.0,31.1,6.1,3059.0,18.7,38.1,59574.0,3.420067899104702,0.692628,27.4,219.0,86.0
844,465800,2017.0,7.8,0.1932286736065498,8.2,609.0,31.1,6.1,3059.0,18.7,38.1,59574.0,2.351379047508614,0.692628,27.4,219.0,86.0
845,468700,2017.0,8.3,4.443961951303612,10.0,242.0,32.7,7.4,1505.0,19.4,46.9,49955.0,156.7099264506163,0.641204,31.9,111.0,86.3
846,468700,2017.0,8.3,3.969088824130817,10.0,242.0,32.7,7.4,1505.0,19.4,46.9,49955.0,165.91500050728268,0.641204,31.9,111.0,86.3
847,468800,2017.0,10.1,5.157240243561314,9.9,475.0,34.6,7.8,2092.0,22.7,34.3,32209.0,181.8104893204092,0.590101,31.0,281.0,82.4
848,468800,2017.0,10.1,4.606147585955879,9.9,475.0,34.6,7.8,2092.0,22.7,34.3,32209.0,192.5451943565021,0.590101,31.0,281.0,82.4
849,468900,2017.0,9.1,4.008344988005321,11.1,589.0,33.6,8.0,3002.0,20.0,35.9,46050.0,141.11036510405336,0.478125,33.8,537.0,85.2
850,468900,2017.0,9.1,3.580021041918628,11.1,589.0,33.6,8.0,3002.0,20.0,35.9,46050.0,149.65127244691638,0.478125,33.8,537.0,85.2
851,469000,2017.0,6.5,0.0139533127053691,9.7,867.0,30.3,6.4,4468.0,15.3,46.1,75139.0,3.8842244852601215,0.251678,32.0,117.0,88.7
852,469000,2017.0,6.5,0.0181288793186992,9.7,867.0,30.3,6.4,4468.0,15.3,46.1,75139.0,4.617438616185732,0.251678,32.0,117.0,88.7
853,470300,2017.0,7.4,3.964914420756118,10.8,558.0,29.1,7.4,3500.0,14.8,53.1,65492.0,139.5814290420252,0.09711,35.2,162.0,89.7
854,470300,2017.0,7.4,3.541231380579628,10.8,558.0,29.1,7.4,3500.0,14.8,53.1,65492.0,148.02979533569376,0.09711,35.2,162.0,89.7
855,470400,2017.0,6.8,3.9131191553426974,8.9,450.0,28.8,6.2,2751.0,15.0,49.0,70109.0,133.78017210903516,0.225569,31.4,70.0,88.6
856,470400,2017.0,6.8,3.4751790489898204,8.9,450.0,28.8,6.2,2751.0,15.0,49.0,70109.0,141.02810215257364,0.225569,31.4,70.0,88.6
857,470501,2017.0,7.8,0.0,6.4,677.0,23.3,3.7,2154.0,13.1,33.7,70071.0,0.1251221965048843,0.080886,22.0,35.0,85.0
858,470501,2017.0,7.8,0.0,6.4,677.0,23.3,3.7,2154.0,13.1,33.7,70071.0,0.1342456900000322,0.080886,22.0,35.0,85.0
859,470502,2017.0,6.4,3.606301929011591,10.3,455.0,28.2,6.7,2729.0,13.1,52.8,76159.0,127.0655834293695,0.138973,35.1,144.0,90.5
860,470502,2017.0,6.4,3.2209395219242283,10.3,455.0,28.2,6.7,2729.0,13.1,52.8,76159.0,134.757758278607,0.138973,35.1,144.0,90.5
861,470600,2017.0,9.0,4.562364473595718,10.1,563.0,32.6,7.6,2961.0,20.7,40.9,47059.0,160.6141483663131,0.623788,32.5,198.0,85.2
862,470600,2017.0,9.0,4.0748390832752825,10.1,563.0,32.6,7.6,2961.0,20.7,40.9,47059.0,170.33555017926983,0.623788,32.5,198.0,85.2
863,471000,2017.0,9.3,4.948604916496694,10.6,202.0,34.2,8.1,1198.0,22.1,44.5,43021.0,174.21141359143786,0.618401,32.2,16.0,85.6
864,471000,2017.0,9.3,4.419806623984288,10.6,202.0,34.2,8.1,1198.0,22.1,44.5,43021.0,184.7558093943718,0.618401,32.2,16.0,85.6
865,472100,2017.0,7.5,0.0069294161001677,7.2,335.0,29.8,5.2,2195.0,17.0,37.1,47328.0,2.1218416700700766,0.679811,24.6,77.0,84.6
866,472100,2017.0,7.5,0.0092392214668903,7.2,335.0,29.8,5.2,2195.0,17.0,37.1,47328.0,2.428027986831863,0.679811,24.6,77.0,84.6
867,472200,2017.0,6.7,0.0,6.6,312.0,28.4,4.6,2130.0,15.1,36.0,76741.0,0.1712050288618006,0.767504,23.9,17.0,85.5
868,472200,2017.0,6.7,0.0,6.6,312.0,28.4,4.6,2130.0,15.1,36.0,76741.0,0.1836887288829736,0.767504,23.9,17.0,85.5
869,472300,2017.0,7.8,0.0,6.8,286.0,30.3,5.1,1794.0,17.7,33.6,55000.0,0.2014299639281311,0.797271,23.4,149.0,82.6
870,472300,2017.0,7.8,0.0,6.8,286.0,30.3,5.1,1794.0,17.7,33.6,55000.0,0.2161175654645573,0.797271,23.4,149.0,82.6
871,472400,2017.0,6.3,0.0,7.2,331.0,28.7,5.0,1785.0,15.0,41.1,79650.0,0.1644305390068853,0.814286,26.0,11.0,86.9
872,472400,2017.0,6.3,0.0,7.2,331.0,28.7,5.0,1785.0,15.0,41.1,79650.0,0.1764202658094707,0.814286,26.0,11.0,86.9
873,473100,2017.0,5.7,0.0,7.4,1305.0,28.1,4.8,4577.0,12.9,40.6,76250.0,0.1408028356135479,0.641324,26.6,15.0,88.5
874,473100,2017.0,5.7,0.0,7.4,1305.0,28.1,4.8,4577.0,12.9,40.6,76250.0,0.1510697090437024,0.641324,26.6,15.0,88.5
875,473200,2017.0,5.9,0.0,8.0,561.0,27.1,5.1,2681.0,12.4,46.1,58229.0,0.127937574508077,0.584597,28.1,49.0,88.6
876,473200,2017.0,5.9,0.0,8.0,561.0,27.1,5.1,2681.0,12.4,46.1,58229.0,0.1372663559826243,0.584597,28.1,49.0,88.6
877,473300,2017.0,5.5,0.0,8.0,1314.0,27.5,5.2,5207.0,12.2,44.6,98221.0,0.1549280847256631,0.511658,29.0,6.0,89.8
878,473300,2017.0,5.5,0.0,8.0,1314.0,27.5,5.2,5207.0,12.2,44.6,98221.0,0.1662249242369094,0.511658,29.0,6.0,89.8
879,473401,2017.0,5.7,0.0,8.0,951.0,28.9,5.0,3548.0,13.3,40.2,76618.0,0.1178641856985375,0.641698,27.3,10.0,88.7
880,473401,2017.0,5.7,0.0,8.0,951.0,28.9,5.0,3548.0,13.3,40.2,76618.0,0.1264584492390559,0.641698,27.3,10.0,88.7
881,473402,2017.0,4.7,0.0,7.8,777.0,26.8,4.6,3338.0,10.6,46.1,104236.0,0.0987426929008555,0.3402,28.7,14.0,90.7
882,473402,2017.0,4.7,0.0,7.8,777.0,26.8,4.6,3338.0,10.6,46.1,104236.0,0.1059426809248762,0.3402,28.7,14.0,90.7
883,473500,2017.0,4.5,0.0,7.3,958.0,27.2,4.2,3754.0,10.6,44.4,127719.0,0.0989297025965833,0.648467,27.1,13.0,90.4
884,473500,2017.0,4.5,0.0,7.3,958.0,27.2,4.2,3754.0,10.6,44.4,127719.0,0.1061433267442509,0.648467,27.1,13.0,90.4
885,473601,2017.0,4.8,0.0,8.3,905.0,26.1,4.9,3507.0,10.0,46.8,112991.0,0.1115951002792277,0.472288,30.7,116.0,91.2
886,473601,2017.0,4.8,0.0,8.3,905.0,26.1,4.9,3507.0,10.0,46.8,112991.0,0.1197322430079214,0.472288,30.7,116.0,91.2
887,473602,2017.0,4.8,0.0,9.1,928.0,26.5,5.2,4054.0,10.1,48.6,81815.0,0.0,0.123262,32.5,89.0,91.5
888,473602,2017.0,4.8,0.0,9.1,928.0,26.5,5.2,4054.0,10.1,48.6,81815.0,0.0,0.123262,32.5,89.0,91.5
889,474101,2017.0,5.5,0.0,8.0,1046.0,28.1,5.0,3020.0,13.1,42.1,109583.0,0.0,0.193428,27.7,49.0,89.7
890,474101,2017.0,5.5,0.0,8.0,1046.0,28.1,5.0,3020.0,13.1,42.1,109583.0,0.0,0.193428,27.7,49.0,89.7
891,474102,2017.0,5.3,0.0,8.9,1016.0,28.0,5.4,3439.0,12.0,42.3,115875.0,0.0,0.183892,30.3,9.0,91.0
892,474102,2017.0,5.3,0.0,8.9,1016.0,28.0,5.4,3439.0,12.0,42.3,115875.0,0.0,0.183892,30.3,9.0,91.0
893,474201,2017.0,4.7,0.1916233608742916,7.7,671.0,27.1,4.4,2252.0,11.0,46.4,111793.0,2.7533251325621904,0.023732,27.8,0.0,90.8
894,474201,2017.0,4.7,0.1512816006902302,7.7,671.0,27.1,4.4,2252.0,11.0,46.4,111793.0,2.0675152094331466,0.023732,27.8,0.0,90.8
895,474202,2017.0,4.9,0.0,8.8,1282.0,26.7,5.1,4654.0,10.6,44.9,125809.0,0.0,0.016037,30.9,17.0,91.5
896,474202,2017.0,4.9,0.0,8.8,1282.0,26.7,5.1,4654.0,10.6,44.9,125809.0,0.0,0.016037,30.9,17.0,91.5
897,474203,2017.0,5.0,0.0,7.9,1264.0,27.6,4.6,4092.0,12.2,41.6,116719.0,0.0,0.087195,27.8,1.0,90.0
898,474203,2017.0,5.0,0.0,7.9,1264.0,27.6,4.6,4092.0,12.2,41.6,116719.0,0.0,0.087195,27.8,1.0,90.0
899,475101,2017.0,7.7,0.0,11.0,684.0,29.4,7.8,4158.0,15.6,48.5,62454.0,0.0,0.152535,34.8,100.0,89.4
900,475101,2017.0,7.7,0.0,11.0,684.0,29.4,7.8,4158.0,15.6,48.5,62454.0,0.0,0.152535,34.8,100.0,89.4
901,475102,2017.0,6.5,0.0,9.1,319.0,29.4,6.3,1475.0,15.2,46.9,77222.0,0.0,0.221893,31.0,4.0,89.0
902,475102,2017.0,6.5,0.0,9.1,319.0,29.4,6.3,1475.0,15.2,46.9,77222.0,0.0,0.221893,31.0,4.0,89.0
903,475200,2017.0,6.3,0.0,9.5,1065.0,30.2,6.3,4722.0,14.9,44.8,76506.0,0.0,0.277551,32.3,16.0,88.9
904,475200,2017.0,6.3,0.0,9.5,1065.0,30.2,6.3,4722.0,14.9,44.8,76506.0,0.0,0.277551,32.3,16.0,88.9
905,475301,2017.0,7.7,0.0,10.0,862.0,30.1,7.3,4411.0,17.0,46.2,59494.0,0.0,0.205545,33.3,93.0,88.1
906,475301,2017.0,7.7,0.0,10.0,862.0,30.1,7.3,4411.0,17.0,46.2,59494.0,0.0,0.205545,33.3,93.0,88.1
907,475303,2017.0,6.0,0.0,9.0,850.0,29.5,6.0,3799.0,14.4,47.6,84500.0,0.0,0.088512,30.6,23.0,89.1
908,475303,2017.0,6.0,0.0,9.0,850.0,29.5,6.0,3799.0,14.4,47.6,84500.0,0.0,0.088512,30.6,23.0,89.1
909,475304,2017.0,6.1,0.0,7.8,1097.0,29.4,5.3,4922.0,14.7,42.3,86689.0,0.0,0.047865,27.2,132.0,88.0
910,475304,2017.0,6.1,0.0,7.8,1097.0,29.4,5.3,4922.0,14.7,42.3,86689.0,0.0,0.047865,27.2,132.0,88.0
911,475401,2017.0,6.4,0.0,9.5,750.0,29.6,6.4,3737.0,14.7,46.5,73438.0,0.0,0.186853,32.7,54.0,89.3
912,475401,2017.0,6.4,0.0,9.5,750.0,29.6,6.4,3737.0,14.7,46.5,73438.0,0.0,0.186853,32.7,54.0,89.3
913,475402,2017.0,5.6,0.0,8.2,558.0,29.5,5.4,2930.0,14.1,45.4,85769.0,0.0,0.101792,28.7,0.0,89.1
914,475402,2017.0,5.6,0.0,8.2,558.0,29.5,5.4,2930.0,14.1,45.4,85769.0,0.0,0.101792,28.7,0.0,89.1
915,476100,2017.0,8.5,0.0,8.7,964.0,30.4,6.4,4517.0,18.5,40.3,51557.0,0.1235549157118144,0.26186,29.0,85.0,85.2
916,476100,2017.0,8.5,0.0,8.7,964.0,30.4,6.4,4517.0,18.5,40.3,51557.0,0.1325641283158009,0.26186,29.0,85.0,85.2
917,476200,2017.0,7.9,0.0,9.6,433.0,31.5,7.1,3239.0,18.7,43.8,59044.0,0.1187901157377953,0.282306,32.1,24.0,86.4
918,476200,2017.0,7.9,0.0,9.6,433.0,31.5,7.1,3239.0,18.7,43.8,59044.0,0.1274518950103428,0.282306,32.1,24.0,86.4
919,477100,2017.0,6.7,0.0,10.2,618.0,30.1,7.1,3229.0,15.4,48.2,68021.0,0.1055168165317652,0.214669,34.2,7.0,89.0
920,477100,2017.0,6.7,0.0,10.2,618.0,30.1,7.1,3229.0,15.4,48.2,68021.0,0.1132107510705398,0.214669,34.2,7.0,89.0
921,477200,2017.0,7.1,0.0064056684453866,10.6,648.0,28.6,7.4,4098.0,14.5,52.5,61524.0,0.9428995522467876,0.257204,36.0,5.0,90.1
922,477200,2017.0,7.1,0.0089679358235413,10.6,648.0,28.6,7.4,4098.0,14.5,52.5,61524.0,1.0115191931721703,0.257204,36.0,5.0,90.1
923,477300,2017.0,10.3,6.88396156292858,11.3,1488.0,33.2,8.3,4529.0,21.3,41.1,51691.0,107.86064482755202,0.2026,33.2,274.0,84.9
924,477300,2017.0,10.3,7.414984357624995,11.3,1488.0,33.2,8.3,4529.0,21.3,41.1,51691.0,165.62859429473036,0.2026,33.2,274.0,84.9
925,478100,2017.0,8.5,0.0078174019265974,9.0,832.0,31.5,6.7,3695.0,19.1,39.1,52704.0,1.1289404588928,0.560851,29.7,233.0,85.0
926,478100,2017.0,8.5,0.0109443626972364,9.0,832.0,31.5,6.7,3695.0,19.1,39.1,52704.0,1.2110961714802626,0.560851,29.7,233.0,85.0
927,478200,2017.0,9.1,0.0087163455482836,9.0,1274.0,32.4,7.2,5064.0,21.1,35.3,58490.0,1.236339234984868,0.514341,29.1,81.0,84.2
928,478200,2017.0,9.1,0.0122028837675971,9.0,1274.0,32.4,7.2,5064.0,21.1,35.3,58490.0,1.3263073803369254,0.514341,29.1,81.0,84.2
929,479000,2017.0,7.8,0.0,9.5,382.0,31.4,7.0,1903.0,18.7,45.1,63661.0,0.1734111936900812,0.410023,30.8,0.0,86.8
930,479000,2017.0,7.8,0.0,9.5,382.0,31.4,7.0,1903.0,18.7,45.1,63661.0,0.1860557598966497,0.410023,30.8,0.0,86.8
931,480101,2017.0,10.2,6.805529592747108,11.1,1188.0,32.8,8.3,3583.0,19.9,34.3,48536.0,105.9140676346986,0.358253,33.7,922.0,85.9
932,480101,2017.0,10.2,7.328461294424135,11.1,1188.0,32.8,8.3,3583.0,19.9,34.3,48536.0,163.01746771073522,0.358253,33.7,922.0,85.9
933,480102,2017.0,8.9,0.0,11.0,538.0,32.5,8.2,2898.0,20.0,49.2,56080.0,0.0,0.231114,33.9,123.0,87.2
934,480102,2017.0,8.9,0.0,11.0,538.0,32.5,8.2,2898.0,20.0,49.2,56080.0,0.0,0.231114,33.9,123.0,87.2
935,480200,2017.0,7.7,8.261344363585271,9.3,678.0,30.6,6.8,3008.0,18.0,40.8,73182.0,129.3506566987031,0.251389,30.7,272.0,87.2
936,480200,2017.0,7.7,8.898357431762216,9.3,678.0,30.6,6.8,3008.0,18.0,40.8,73182.0,198.67633974965884,0.251389,30.7,272.0,87.2
937,480300,2017.0,7.8,0.3408582399289519,9.1,872.0,30.9,6.7,3329.0,18.3,40.1,64196.0,7.912041479245437,0.295393,30.1,28.0,86.8
938,480300,2017.0,7.8,0.4043782749013784,9.1,872.0,30.9,6.7,3329.0,18.3,40.1,64196.0,8.465930021467111,0.295393,30.1,28.0,86.8
939,480400,2017.0,8.2,6.751995121646712,10.4,851.0,31.9,7.7,4422.0,19.0,50.6,58333.0,106.4941673803616,0.175068,33.4,46.0,87.4
940,480400,2017.0,8.2,7.27483228241968,10.4,851.0,31.9,7.7,4422.0,19.0,50.6,58333.0,163.1609256311521,0.175068,33.4,46.0,87.4
941,481000,2017.0,14.1,0.4136784873311716,13.7,813.0,40.9,10.4,1710.0,29.6,30.3,36204.0,12.981937783499085,0.79703,36.4,1454.0,82.2
942,481000,2017.0,14.1,0.4962586671841643,13.7,813.0,40.9,10.4,1710.0,29.6,30.3,36204.0,14.361526488847089,0.79703,36.4,1454.0,82.2
943,482500,2017.0,8.4,12.540506698828194,12.3,344.0,33.9,8.5,1469.0,18.7,49.7,48214.0,215.15074874867028,0.376812,36.9,156.0,87.9
944,482500,2017.0,8.4,12.614362134952946,12.3,344.0,33.9,8.5,1469.0,18.7,49.7,48214.0,187.59530076169236,0.376812,36.9,156.0,87.9
945,483800,2017.0,15.7,13.832883179774464,20.7,764.0,46.1,12.3,892.0,28.9,38.0,24815.0,236.74859766181012,0.707951,46.4,2038.0,85.2
946,483800,2017.0,15.7,13.912948723627672,20.7,764.0,46.1,12.3,892.0,28.9,38.0,24815.0,206.29234351145092,0.707951,46.4,2038.0,85.2
947,484300,2017.0,10.5,16.871922673302105,11.2,647.0,36.1,8.0,2307.0,22.8,40.2,39676.0,285.8795044231616,0.653326,32.6,724.0,85.0
948,484300,2017.0,10.5,16.967868504613666,11.2,647.0,36.1,8.0,2307.0,22.8,40.2,39676.0,248.36507068068948,0.653326,32.6,724.0,85.0
949,484500,2017.0,7.9,21.124947343350502,10.1,1119.0,31.7,7.5,5757.0,18.5,48.1,53692.0,348.3450568817908,0.425391,32.1,11.0,87.0
950,484500,2017.0,7.9,21.749020268513437,10.1,1119.0,31.7,7.5,5757.0,18.5,48.1,53692.0,376.4736990252633,0.425391,32.1,11.0,87.0
951,484600,2017.0,9.1,15.726825592586254,11.7,371.0,33.3,8.4,1840.0,19.7,38.0,46848.0,266.58372321376385,0.573439,34.9,318.0,86.7
952,484600,2017.0,9.1,15.816638052501244,11.7,371.0,33.3,8.4,1840.0,19.7,38.0,46848.0,231.62273629382605,0.573439,34.9,318.0,86.7
953,485000,2017.0,9.9,21.19101682805285,11.5,235.0,36.0,8.9,951.0,23.4,41.4,40347.0,358.84099089131206,0.66835,33.5,137.0,84.2
954,485000,2017.0,9.9,21.556886198605955,11.5,235.0,36.0,8.9,951.0,23.4,41.4,40347.0,311.5015025648091,0.66835,33.5,137.0,84.2
955,486700,2017.0,16.1,24.15252671477002,17.5,634.0,43.5,12.3,767.0,29.3,29.5,16888.0,408.2123239586701,0.428261,41.4,1047.0,84.0
956,486700,2017.0,16.1,24.76773047865408,17.5,634.0,43.5,12.3,767.0,29.3,29.5,16888.0,354.0183664863686,0.428261,41.4,1047.0,84.0
957,486800,2017.0,13.8,16.81242619314511,17.8,470.0,44.4,10.8,469.0,27.4,33.6,30087.0,284.21219154514193,0.761506,43.4,1296.0,85.4
958,486800,2017.0,13.8,17.387379133640938,17.8,470.0,44.4,10.8,469.0,27.4,33.6,30087.0,246.3788537505935,0.761506,43.4,1296.0,85.4
959,486900,2017.0,14.2,15.657691070915256,18.9,567.0,44.9,12.1,401.0,27.6,31.9,27939.0,264.6761775997952,0.673966,46.9,901.0,85.3
960,486900,2017.0,14.2,16.15439660624678,18.9,567.0,44.9,12.1,401.0,27.6,31.9,27939.0,229.47022553735528,0.673966,46.9,901.0,85.3
961,487000,2017.0,9.0,125.43196967270748,12.1,231.0,34.8,9.2,1656.0,21.8,49.9,37500.0,1285.7734427086507,0.729979,35.3,79.0,86.1
962,487000,2017.0,9.0,125.48963238624052,12.1,231.0,34.8,9.2,1656.0,21.8,49.9,37500.0,1460.7310690784582,0.729979,35.3,79.0,86.1
963,488100,2017.0,9.6,18.87697976512772,12.2,347.0,34.4,8.3,1767.0,20.6,46.4,45357.0,319.74046911092097,0.452812,37.2,331.0,86.1
964,488100,2017.0,9.6,19.23925130215754,12.2,347.0,34.4,8.3,1767.0,20.6,46.4,45357.0,277.55078847714066,0.452812,37.2,331.0,86.1
965,488200,2017.0,9.7,28.55145431216337,11.7,1010.0,35.5,8.1,2637.0,20.6,37.9,45500.0,482.4576577183912,0.570635,35.6,752.0,86.0
966,488200,2017.0,9.7,29.0189423085299,11.7,1010.0,35.5,8.1,2637.0,20.6,37.9,45500.0,418.58673428139423,0.570635,35.6,752.0,86.0
